gene	mRNA_begin	mRNA_end	label	Tree1_one_ratio	Tree1_two_ratio_forground	Tree1_two_ratio_background	Tree2_one_ratio	Tree2_two_ratio_forground	Tree2_two_ratio_background	Tree3_one_ratio	Tree3_two_ratio_forground	Tree3_two_ratio_background	Tree1_one_ratio_lnL	Tree1_two_ratio_lnL	Tree2_one_ratio_lnL	Tree2_two_ratio_lnL	Tree3_one_ratio_lnL	Tree3_two_ratio_lnL	lrt_1_1_p_value	lrt_1_1_q_value	lrt_2_2_p_value	lrt_2_2_q_value	lrt_3_3_p_value	lrt_3_3_q_value	BestT1	BestT2	BestT3	BestlnL	Besttree	highw5
GALGAL_R00635	9882092	9884587	nonoutlier	0.06363535	0.0001	0.0638845	0.063564511	0.0001	0.0636568	0.06352915	0.0001	0.0635564	-5927.63597	-5927.398632	-5928.516005	-5928.464026	-5928.564383	-5928.564099	0.490843819	1	0.747130607	1	0.980986016	1	-5927.398632	-5928.464026	-5928.564099	-5927.398632	1	0
GALGAL_R12852	10917003	10918069	nonoutlier	0.223998295	999	0.220103	0.227352578	999	0.225703	0.227089556	0.0001	0.227092	-1760.77517	-1759.952303	-1761.587618	-1761.143161	-1761.615681	-1761.615658	0.199540552	1	0.345771773	1	0.994588525	1	-1759.952303	-1761.143161	-1761.615658	-1759.952303	1	1
GALGAL_R12987	10961771	10963219	nonoutlier	0.304451847	0.0001	0.305597	0.304451847	0.0001	0.305436	0.304451847	2.97016	0.304435	-4002.387879	-4002.313921	-4002.387967	-4002.3576	-4002.388173	-4002.388225	0.700534912	1	0.805339562	1	1	1	-4002.313921	-4002.3576	-4002.388173	-4002.313921	1	0
GALGAL_R00180	11009617	11010489	nonoutlier	0.038181348	0.0739224	0.0377983	0.038095238	546.664	0.0376545	0.038295149	11.653	0.0383009	-3250.015287	-3249.819565	-3256.118141	-3255.197385	-3257.231145	-3257.231676	0.531541349	1	0.174773835	1	1	1	-3249.819565	-3255.197385	-3257.231145	-3249.819565	1	0
GALGAL_R00656	11148321	11149075	nonoutlier	0.0435004	0.0222192	0.0437943	0.0435004	6.99737	0.04348	0.0435004	7.69972	0.0434801	-1921.652952	-1921.638671	-1921.652952	-1921.653731	-1921.652952	-1921.653732	0.865794314	1	1	1	1	1	-1921.638671	-1921.652952	-1921.652952	-1921.638671	1	0
GALGAL_R12991	11254659	11257965	nonoutlier	0.075069753	0.0001	0.0752402	0.074661145	3.38112	0.074657	0.074779395	0.0001	0.0749851	-3141.813411	-3141.744869	-3142.792375	-3142.792691	-3142.52077	-3142.344553	0.711197294	1	1	1	0.552738525	1	-3141.744869	-3142.792375	-3142.344553	-3141.744869	1	0
GALGAL_R00528	11261723	11267087	nonoutlier	0.216591252	0.227779	0.216549	0.216492982	0.330245	0.216296	0.217302124	0.0001	0.217914	-11835.5838	-11835.58243	-11839.58399	-11839.5596	-11840.33129	-11839.35954	0.958162559	1	0.825185825	1	0.16328923	1	-11835.58243	-11839.5596	-11839.35954	-11835.58243	1	0
GALGAL_R12993	11304434	11309543	nonoutlier	0.222159412	23.6523	0.218914	0.223731371	0.0001	0.223742	0.224094929	0.0001	0.225512	-6347.693885	-6344.560122	-6351.34304	-6351.342688	-6351.231811	-6350.388118	0.012297073	1	0.978832214	1	0.193945911	1	-6344.560122	-6351.342688	-6350.388118	-6344.560122	1	1
GALGAL_R00215	11343401	11344282	nonoutlier	0.064983111	0.175303	0.0636343	0.065920448	29.8423	0.0659215	0.065920448	13.258	0.0659215	-3566.738264	-3566.18634	-3574.99687	-3574.997419	-3574.996592	-3574.997244	0.293423177	1	1	1	1	1	-3566.18634	-3574.99687	-3574.996592	-3566.18634	1	0
GALGAL_R13126	11399162	11402139	nonoutlier	0.071010491	999	0.0680077	0.071010491	382.356	0.070072	0.071010491	0.273229	0.0687729	-4076.308875	-4073.642618	-4076.308875	-4075.673232	-4076.308875	-4075.4536	0.020931172	1	0.259525566	1	0.190914026	1	-4073.642618	-4075.673232	-4075.4536	-4073.642618	1	1
GALGAL_R12994	11430013	11439629	nonoutlier	0.067042421	0.0001	0.0670679	0.067042421	0.0001	0.0670677	0.067042421	0.294078	0.0670678	-3054.105987	-3054.105938	-3054.106223	-3054.106221	-3054.10621	-3054.106218	0.992101475	1	0.998404232	1	1	1	-3054.105938	-3054.106221	-3054.10621	-3054.105938	1	0
GALGAL_R00183	11614622	11616554	nonoutlier	0.149408238	1.5831	0.147861	0.149996913	999	0.149079	0.150006171	999	0.149253	-5025.435158	-5024.90466	-5028.660941	-5027.920503	-5028.678467	-5028.609771	0.30298813	1	0.223637514	1	0.710887607	1	-5024.90466	-5027.920503	-5028.609771	-5024.90466	1	0
GALGAL_R17727	11625974	11629402	nonoutlier	0.263088287	0.127709	0.266325	0.262799181	0.0189698	0.264563	0.262232171	0.395651	0.261749	-18616.27316	-18615.22367	-18627.79048	-18627.04843	-18625.6487	-18625.57839	0.147398403	1	0.223133204	1	0.707663442	1	-18615.22367	-18627.04843	-18625.57839	-18615.22367	1	0
GALGAL_R00532	11960835	11989256	nonoutlier	0.095100327	0.100707	0.0950643	0.095528361	2.0709	0.0955488	0.095058275	0.936089	0.0939928	-8786.319847	-8786.317974	-8793.44156	-8793.443296	-8788.581856	-8787.218002	0.951196286	1	1	1	0.098620725	1	-8786.317974	-8793.44156	-8787.218002	-8786.317974	1	0
GALGAL_R00351	12044773	12056716	nonoutlier	0.140522339	0.196256	0.139968	0.14283354	0.0001	0.144535	0.140762463	19.8842	0.140796	-2956.370479	-2956.335256	-2958.738375	-2957.971062	-2960.681037	-2960.681259	0.790688508	1	0.21541949	1	1	1	-2956.335256	-2957.971062	-2960.681037	-2956.335256	1	0
GALGAL_R00185	12065498	12073445	nonoutlier	0.178332905	0.11453	0.17903	0.177202271	999	0.176076	0.176680244	999	0.175487	-3359.263353	-3359.200455	-3361.510579	-3360.663706	-3360.746054	-3360.111633	0.722831345	1	0.193107899	1	0.259984032	1	-3359.200455	-3360.663706	-3360.111633	-3359.200455	1	0
GALGAL_R00647	12224251	12225247	nonoutlier	0.00010989	27.9925	0.0001	0.00010989	0.0001	0.0001	0.00010989	0.0001	0.0001	-387.471185	-387.471182	-387.471182	-387.471182	-387.471182	-387.471182	0.998045592	1	1	1	1	1	-387.471182	-387.471182	-387.471182	-387.471182	1	1
GALGAL_R12998	12254209	12258956	nonoutlier	0.10512188	0.0150723	0.107434	0.104429357	0.0001	0.104452	0.104898386	0.0001	0.106529	-6277.39485	-6275.220937	-6282.648575	-6282.647473	-6281.542786	-6279.277823	0.03705622	1	0.962555645	1	0.033307058	1	-6275.220937	-6282.647473	-6279.277823	-6275.220937	1	0
GALGAL_R12999	12302530	12305976	nonoutlier	0.090389102	0.0001	0.0906474	0.090321125	0.0001	0.0905173	0.090280388	0.0001	0.0902798	-6496.50532	-6496.254561	-6496.572918	-6496.389946	-6496.6447	-6496.644541	0.478833884	1	0.545223479	1	0.985772434	1	-6496.254561	-6496.389946	-6496.644541	-6496.254561	1	0
GALGAL_R00189	12750300	12760700	nonoutlier	0.026009484	0.0001	0.026229	0.025590086	0.0001	0.0256064	0.025590086	0.0001	0.0256064	-1086.596843	-1086.49435	-1087.929131	-1087.929124	-1087.929099	-1087.929089	0.650726037	1	0.997014596	1	0.996431764	1	-1086.49435	-1087.929124	-1087.929089	-1086.49435	1	0
GALGAL_R00543	13038976	13100264	nonoutlier	0.049372538	33.8367	0.0484499	0.04981685	49.3921	0.0497823	0.04981685	32.894	0.0497819	-8972.500122	-8970.756059	-8975.007986	-8975.010339	-8975.008087	-8975.010207	0.061810518	1	1	1	1	1	-8970.756059	-8975.007986	-8975.008087	-8970.756059	1	1
GALGAL_R17259	13157220	13157492	nonoutlier	0.261246251	0.0001	0.268257	0.255850336	0.0001	0.255854	0.255850336	0.0001	0.255855	-1355.132629	-1353.768955	-1358.78301	-1358.782979	-1358.782877	-1358.782789	0.09864296	1	0.993717516	1	0.989415176	1	-1353.768955	-1358.782979	-1358.782789	-1353.768955	1	0
GALGAL_R00191	13192720	13260051	nonoutlier	0.047515587	0.0001	0.0477799	0.047506611	0.0001	0.0477109	0.047417044	7.27283	0.0474185	-3022.377241	-3022.221361	-3022.644173	-3022.546826	-3022.743729	-3022.744779	0.576602182	1	0.659038222	1	1	1	-3022.221361	-3022.546826	-3022.743729	-3022.221361	1	0
GALGAL_R12626	13352270	13385416	nonoutlier	0.010052527	0.0001	0.010141	0.010062551	0.0001	0.0101417	0.010050706	0.0001	0.0101197	-4493.682803	-4493.613914	-4494.0969	-4494.046738	-4494.61477	-4494.578997	0.71050005	1	0.751441167	1	0.789098964	1	-4493.613914	-4494.046738	-4494.578997	-4493.613914	1	0
GALGAL_R00500	13474027	13510188	nonoutlier	0.0800946	0.239478	0.0789909	0.08130145	0.0001	0.0812974	0.08130145	0.0001	0.0812975	-4642.666678	-4642.070572	-4653.27065	-4653.270496	-4653.27084	-4653.270731	0.274883823	1	0.985997902	1	0.988219804	1	-4642.070572	-4653.270496	-4653.270731	-4642.070572	1	0
GALGAL_R00498	13742911	13755647	nonoutlier	0.05934954	6.10729	0.0588216	0.059956178	0.0001	0.0602408	0.059860789	0.647633	0.0588118	-7701.174006	-7700.400717	-7702.088158	-7701.67479	-7702.568397	-7701.094165	0.213641333	1	0.36321805	1	0.085959222	1	-7700.400717	-7701.67479	-7701.094165	-7700.400717	1	0
GALGAL_R00321	13837350	13840094	nonoutlier	0.076419087	0.150951	0.0757336	0.076487579	0.21585	0.0761855	0.076807577	0.0001	0.0771705	-10257.61948	-10257.24066	-10261.83012	-10261.57803	-10265.57223	-10264.95372	0.384066206	1	0.477664835	1	0.266046146	1	-10257.24066	-10261.57803	-10264.95372	-10257.24066	1	0
GALGAL_R12952	14063514	14073612	nonoutlier	0.100614396	0.0001	0.101481	0.100626093	0.0001	0.101046	0.10055205	0.0001	0.101072	-4287.13832	-4286.353105	-4287.290532	-4286.999106	-4287.498386	-4287.027463	0.210144578	1	0.445196594	1	0.331803549	1	-4286.353105	-4286.999106	-4287.027463	-4286.353105	1	0
GALGAL_R00492	14139001	14147066	nonoutlier	0.110449377	48.8753	0.110422	0.110449377	0.0001	0.110424	0.110449377	0.0001	0.110424	-4124.254722	-4124.254518	-4124.254816	-4124.254643	-4124.254819	-4124.254669	0.983884618	1	0.985159345	1	0.986180925	1	-4124.254518	-4124.254643	-4124.254669	-4124.254518	1	1
GALGAL_R12950	14164792	14168553	nonoutlier	0.158625731	0.0001	0.15861	0.158625731	5.18921	0.15861	0.158625731	0.0001	0.15861	-1417.861173	-1417.861136	-1417.861228	-1417.861244	-1417.861213	-1417.861207	0.993136422	1	1	1	0.997236052	1	-1417.861136	-1417.861228	-1417.861207	-1417.861136	1	0
GALGAL_R12948	14177992	14200372	nonoutlier	0.196245377	0.280604	0.195813	0.197515355	0.0001	0.19789	0.197337237	0.0001	0.197313	-6526.031975	-6525.975069	-6534.743147	-6534.359879	-6535.318132	-6535.31797	0.735845277	1	0.381290806	1	0.985638853	1	-6525.975069	-6534.359879	-6535.31797	-6525.975069	1	0
GALGAL_R00368	14281200	14287971	nonoutlier	0.01405819	0.0001	0.0140939	0.014019521	0.0001	0.0140063	0.014019521	3.3392	0.0140064	-3312.494507	-3312.447427	-3312.809323	-3312.80931	-3312.808282	-3312.809522	0.758953731	1	0.995931589	1	1	1	-3312.447427	-3312.80931	-3312.808282	-3312.447427	1	0
GALGAL_R12629	15615685	15622689	nonoutlier	0.315217391	999	0.313944	0.315752949	5.16388	0.315725	0.31573469	0.168613	0.315727	-7920.889136	-7919.751865	-7921.880014	-7921.880689	-7921.880471	-7921.880248	0.131513971	1	1	1	0.983150958	1	-7919.751865	-7921.880014	-7921.880248	-7919.751865	1	1
GALGAL_R12630	15704303	15844452	nonoutlier	0.034560821	999	0.0296179	0.039071856	0.0001	0.0391104	0.039071856	0.668614	0.0391104	-977.614675	-975.186771	-985.403075	-985.40307	-985.403105	-985.403116	0.027553205	1	0.997476872	1	1	1	-975.186771	-985.40307	-985.403105	-975.186771	1	1
GALGAL_R12941	16450433	16452046	nonoutlier	0.4327874	0.649559	0.430332	0.429838208	0.0001	0.429831	0.429838208	0.0001	0.429831	-1609.471649	-1609.419218	-1613.040723	-1613.040693	-1613.040716	-1613.040704	0.746071265	1	0.993819675	1	0.996091196	1	-1609.419218	-1613.040693	-1613.040704	-1609.419218	1	0
GALGAL_R12940	16454525	16454868	nonoutlier	0.101058839	0.0434443	0.102925	0.097169114	0.0001	0.0971531	0.097169114	0.0001	0.0971573	-811.123169	-810.99849	-812.320579	-812.320517	-812.320578	-812.322903	0.617527493	1	0.991115317	1	1	1	-810.99849	-812.320517	-812.320578	-810.99849	1	0
GALGAL_R00477	16463100	16464909	nonoutlier	9.03E-05	0.0001	0.0001	9.00E-05	12.2055	0.0001	9.00E-05	0.276791	0.0001	-354.754779	-354.754779	-354.799957	-354.799945	-354.799924	-354.799938	1	1	0.996091196	1	1	1	-354.754779	-354.799945	-354.799924	-354.754779	1	0
GALGAL_R00198	16494424	16501909	nonoutlier	0.12537006	0.995808	0.124237	0.125975474	13.5273	0.125843	0.125407027	122.618	0.12461	-10500.72214	-10499.66607	-10503.4866	-10503.61828	-10500.98507	-10500.07695	0.146136361	1	1	1	0.177759344	1	-10499.66607	-10503.4866	-10500.07695	-10499.66607	1	0
GALGAL_R12631	16526483	16542420	nonoutlier	0.156982578	0.105598	0.157801	0.157579606	0.0001	0.157874	0.156426104	0.545039	0.155031	-3012.465961	-3012.419491	-3016.140887	-3016.11268	-3014.212499	-3014.018509	0.760472307	1	0.812256264	1	0.533363115	1	-3012.419491	-3016.11268	-3014.018509	-3012.419491	1	0
GALGAL_R12807	16571397	16574980	nonoutlier	0.242437375	999	0.238155	0.250528914	0.0001	0.255069	0.245544212	42.0775	0.24558	-2000.705585	-1999.40764	-2000.747348	-1999.606298	-2002.921442	-2002.921363	0.107141239	1	0.130874562	1	0.989971011	1	-1999.40764	-1999.606298	-2002.921363	-1999.40764	1	1
GALGAL_R17377	16726615	16727879	nonoutlier	0.187891441	0.0001	0.187903	0.187891441	8.21652	0.187902	0.187891441	6.30971	0.187902	-998.386997	-998.38695	-998.38706	-998.387102	-998.387073	-998.387103	0.992264343	1	1	1	1	1	-998.38695	-998.38706	-998.387073	-998.38695	1	0
GALGAL_R00201	16972376	17142639	nonoutlier	0.09857769	0.438845	0.0977041	0.098685975	0.0001	0.0987329	0.098852841	0.0001	0.099211	-4442.236779	-4442.050839	-4442.883543	-4442.87966	-4442.774497	-4442.588562	0.541981286	1	0.929777397	1	0.541986718	1	-4442.050839	-4442.87966	-4442.588562	-4442.050839	1	0
GALGAL_R00661	17246797	17254431	nonoutlier	0.022195168	0.0001	0.0233179	0.021289919	2.52405	0.0213216	0.021289919	0.0001	0.0213216	-860.924153	-860.691116	-867.155614	-867.15566	-867.155566	-867.155561	0.494798878	1	1	1	0.997476872	1	-860.691116	-867.155614	-867.155561	-860.691116	1	0
GALGAL_R00374	17287798	17323899	nonoutlier	0.281862087	0.338901	0.281405	0.280647169	999	0.278195	0.282021622	0.0001	0.28285	-5396.230685	-5396.214593	-5399.313267	-5398.197433	-5401.126739	-5400.883998	0.857624419	1	0.135207814	1	0.485949633	1	-5396.214593	-5398.197433	-5400.883998	-5396.214593	1	0
GALGAL_R00501	17337727	17361315	nonoutlier	0.168421053	0.188515	0.16831	0.167933708	0.332355	0.167567	0.168352217	0.237568	0.168266	-12941.70484	-12941.69881	-12943.68488	-12943.56619	-12946.75568	-12946.74651	0.912589807	1	0.626116489	1	0.892269819	1	-12941.69881	-12943.56619	-12946.74651	-12941.69881	1	0
GALGAL_R12960	17466784	17468255	nonoutlier	0.124488023	0.0001	0.124502	0.124488023	7.28373	0.124502	0.124488023	0.0001	0.124502	-734.421287	-734.421273	-734.421311	-734.421333	-734.421317	-734.421311	0.995778011	1	1	1	0.997236052	1	-734.421273	-734.421311	-734.421311	-734.421273	1	0
GALGAL_R00203	17651524	17658520	nonoutlier	0.296834678	0.118043	0.301741	0.294395223	999	0.292905	0.294504718	0.0001	0.294503	-2813.148653	-2812.977359	-2814.089086	-2813.886246	-2814.094059	-2814.093964	0.558339175	1	0.524170351	1	0.989002269	1	-2812.977359	-2813.886246	-2814.093964	-2812.977359	1	0
GALGAL_R12635	18150365	18182918	nonoutlier	0.161808024	56.5588	0.157823	0.161941277	355.653	0.161163	0.163188817	0.00428342	0.166276	-8373.244984	-8377.300824	-8387.576314	-8387.312413	-8386.671528	-8386.569487	1	1	0.467532413	1	0.651445954	1	-8373.244984	-8387.312413	-8386.569487	-8373.244984	1	1
GALGAL_R12842	18610136	18623363	nonoutlier	0.69425242	999	0.684567	0.69255791	0.0001	0.692519	0.69255791	292.884	0.692514	-1570.01738	-1569.1948	-1570.458483	-1570.458349	-1570.45859	-1570.458542	0.199618963	1	0.98693865	1	0.992182485	1	-1569.1948	-1570.458349	-1570.458542	-1569.1948	1	1
GALGAL_R00518	19316609	19349623	nonoutlier	0.040778799	0.0001	0.0413482	0.040807514	3.03101	0.0405436	0.040611871	0.0001	0.0407974	-6022.62582	-6022.009242	-6022.132853	-6023.915102	-6022.618869	-6022.447174	0.266794148	1	1	1	0.557878955	1	-6022.009242	-6022.132853	-6022.447174	-6022.009242	1	0
GALGAL_R00519	19439327	19478838	nonoutlier	0.245109975	0.0513298	0.246429	0.244955838	13.8443	0.244607	0.244572262	0.163053	0.244745	-19099.42967	-19098.38273	-19101.69522	-19102.78369	-19099.41442	-19099.37271	0.147888891	1	1	1	0.772709842	1	-19098.38273	-19101.69522	-19099.37271	-19098.38273	1	0
GALGAL_R12982	19707127	19742871	nonoutlier	0.463216417	0.173348	0.46546	0.461961309	0.799534	0.44872	0.462664292	0.209854	0.46329	-18405.00058	-18404.23888	-18430.89214	-18426.89153	-18407.07008	-18406.88926	0.217104791	1	0.00467459	1	0.547601259	1	-18404.23888	-18426.89153	-18406.88926	-18404.23888	1	0
GALGAL_R12638	19794074	19800484	nonoutlier	0.301037847	7.85588	0.298762	0.301600099	0.0001	0.301591	0.301600099	101.662	0.301589	-4028.873808	-4028.54072	-4029.987725	-4029.987639	-4029.98737	-4029.986909	0.414388013	1	0.989536142	1	0.975776394	1	-4028.54072	-4029.987639	-4029.986909	-4028.54072	1	0
GALGAL_R00207	19892441	19895320	nonoutlier	0.231975351	0.0001	0.233634	0.231242733	999	0.230639	0.231816627	999	0.231076	-5582.231646	-5581.366185	-5581.907646	-5581.652868	-5582.266598	-5581.54907	0.188293192	1	0.475331123	1	0.230941066	1	-5581.366185	-5581.652868	-5581.54907	-5581.366185	1	0
GALGAL_R12988	20323524	20334068	nonoutlier	0.291384376	0.130207	0.293029	0.290607471	0.0001	0.290595	0.291076445	0.0001	0.293881	-7510.735815	-7510.369966	-7518.087427	-7518.087189	-7517.727241	-7515.944357	0.392333354	1	0.982593595	1	0.058982451	1	-7510.369966	-7518.087189	-7515.944357	-7510.369966	1	0
GALGAL_R00526	20653081	20768264	nonoutlier	0.04086186	0.0001	0.0413752	0.040765708	0.0001	0.041027	0.040436538	2.7607	0.0404525	-1961.320206	-1961.037306	-1965.73827	-1965.716442	-1965.828781	-1965.828988	0.451932728	1	0.834494935	1	1	1	-1961.037306	-1965.716442	-1965.828781	-1961.037306	1	0
GALGAL_R00531	21381989	21394414	nonoutlier	0.127883137	0.777973	0.126631	0.127411395	0.262624	0.127106	0.127654131	0.0001	0.127662	-7265.485999	-7264.467082	-7264.610369	-7264.494469	-7268.007206	-7268.007007	0.153427981	1	0.630192356	1	0.984083309	1	-7264.467082	-7264.494469	-7268.007007	-7264.467082	1	0
GALGAL_R00210	21579730	21679871	nonoutlier	0.097745572	0.0001	0.0983974	0.097572738	0.0001	0.0978793	0.097470895	0.0001	0.0975187	-14584.80215	-14583.00294	-14585.64957	-14584.90732	-14588.43702	-14588.38772	0.057834165	1	0.223070222	1	0.753504108	1	-14583.00294	-14584.90732	-14588.38772	-14583.00294	1	0
GALGAL_R13000	22824462	22825737	nonoutlier	0.092438651	999	0.0915547	0.093329783	6.65952	0.0932994	0.093529019	0.0865519	0.0935726	-4517.239751	-4515.8486	-4519.261354	-4519.292622	-4518.175491	-4518.175071	0.095311085	1	1	1	0.976878346	1	-4515.8486	-4519.261354	-4518.175071	-4515.8486	1	1
GALGAL_R00536	22840762	22842087	nonoutlier	0.237175405	0.101048	0.238234	0.236814309	0.0001	0.236817	0.236814309	0.0001	0.236819	-6002.267504	-6002.029196	-6005.722739	-6005.722685	-6005.721935	-6005.72134	0.489959141	1	0.99170829	1	0.972481332	1	-6002.029196	-6005.722685	-6005.72134	-6002.029196	1	0
GALGAL_R12643	23238322	23256661	nonoutlier	0.175412872	0.0001	0.176044	0.175354719	12.4017	0.175314	0.175354719	2.56777	0.175314	-3200.027846	-3199.872296	-3200.047529	-3200.047458	-3200.047485	-3200.047448	0.577005965	1	0.990492333	1	0.993136422	1	-3199.872296	-3200.047458	-3200.047448	-3199.872296	1	0
GALGAL_R00358	23337269	23379281	nonoutlier	0.063409176	0.0001	0.0644318	0.062721631	33.1636	0.0626096	0.062592156	12.434	0.0626083	-3030.777399	-3030.014379	-3035.51906	-3035.730397	-3035.730496	-3035.730894	0.216707744	1	1	1	1	1	-3030.014379	-3035.51906	-3035.730496	-3030.014379	1	0
GALGAL_R00538	23520463	23653663	nonoutlier	0.047076856	16.1268	0.0464476	0.047577286	0.0001	0.0478519	0.047083242	379.345	0.0464718	-8123.117198	-8123.063002	-8124.255314	-8123.894257	-8125.293742	-8123.756577	0.7419823	1	0.395451353	1	0.079537361	1	-8123.063002	-8123.894257	-8123.756577	-8123.063002	1	1
GALGAL_R13003	23947547	24037714	nonoutlier	0.087415046	15.7357	0.0873833	0.087415046	27.5769	0.0873833	0.087415046	0.0001	0.0873834	-2377.982617	-2377.98297	-2377.982955	-2377.983058	-2377.982869	-2377.982812	1	1	1	1	0.991481086	1	-2377.982617	-2377.982955	-2377.982812	-2377.982617	1	1
GALGAL_R00214	24400658	24416020	nonoutlier	0.084063576	0.0001	0.0846923	0.083704417	999	0.0829614	0.083825479	0.0001	0.0839729	-3662.701375	-3662.188338	-3663.443412	-3662.62552	-3663.28215	-3663.24244	0.311082559	1	0.200904903	1	0.778084953	1	-3662.188338	-3662.62552	-3663.24244	-3662.188338	1	0
GALGAL_R00216	24488643	24671146	nonoutlier	0.248823529	0.391565	0.247612	0.248276668	7.52202	0.24678	0.249823488	0.139154	0.251162	-13479.35009	-13479.16016	-13486.7414	-13485.77867	-13483.44298	-13483.20271	0.537679242	1	0.165255781	1	0.488177821	1	-13479.16016	-13485.77867	-13483.20271	-13479.16016	1	0
GALGAL_R00219	24796883	24802827	nonoutlier	0.194486034	0.710809	0.193111	0.194844032	166.743	0.194817	0.195380322	1.73658	0.194495	-5171.372421	-5171.017445	-5172.615493	-5172.614907	-5172.288443	-5172.012034	0.399459747	1	0.972690167	1	0.457168542	1	-5171.017445	-5172.614907	-5172.012034	-5171.017445	1	0
GALGAL_R00467	35935704	35935859	nonoutlier	0.000106033	11.5849	0.0001	0.00010491	2.31786	0.0001	0.00010463	0.0001	0.0001	-524.72442	-524.863955	-524.863941	-524.958745	-524.958719	-524.958719	1	1	1	1	1	1	-524.72442	-524.863941	-524.958719	-524.72442	1	1
GALGAL_R00233	36198523	36482628	nonoutlier	0.020695665	0.59227	0.0200827	0.021175957	0.0001	0.0213791	0.021132898	0.0001	0.0211939	-7332.055408	-7330.778535	-7333.808302	-7333.463334	-7334.46018	-7334.379243	0.110033089	1	0.40618615	1	0.687436999	1	-7330.778535	-7333.463334	-7334.379243	-7330.778535	1	0
GALGAL_R00234	36577251	36618030	nonoutlier	0.291875319	7.80637	0.289153	0.293546574	0.0001	0.294874	0.293261868	15.2795	0.29326	-14023.78535	-14022.31426	-14028.64612	-14027.29195	-14028.82752	-14028.82938	0.086293876	1	0.099824193	1	1	1	-14022.31426	-14027.29195	-14028.82752	-14022.31426	1	0
GALGAL_R00659	37105955	37107282	nonoutlier	0.059004302	0.0001	0.0594867	0.05879951	2.30841	0.0588337	0.05879951	2.58348	0.0588339	-1260.798411	-1260.677378	-1260.907843	-1260.907874	-1260.907862	-1260.907877	0.622717907	1	1	1	1	1	-1260.677378	-1260.907843	-1260.907862	-1260.677378	1	0
GALGAL_R12662	37155694	37157797	nonoutlier	0.032315463	0.124785	0.0306668	0.033987446	36.9288	0.0340098	0.034262948	24.1242	0.03401	-1369.511929	-1369.015761	-1375.229881	-1375.230081	-1373.423739	-1375.229991	0.319172105	1	1	1	1	1	-1369.015761	-1375.229881	-1373.423739	-1369.015761	1	0
